Country,year,REER,ccode,NOMLRATE,log_RPUBINV,log_RGDP,growth_RGDP,UNRATE,PDEBT,INVGDP,OUTPUTGAP,PRIMARYBAL,PUBINVRATIO,forecasterror,INVGDP_diff
Slovakia,2014,102.38872,SVK,2.07,1.148016937,4.336246143,0.026718986,13.1,53.3474,17.05164291,-2.6522084,-1.3198402,4.1244842,0.883971631,-0.74657446
Slovakia,2015,100,SVK,0.89,1.646444638,4.386719357,0.050473214,11.5,51.5244,17.86499254,-0.5314973,-1.0292834,6.4552603,2.16387608,0.81334963
Slovakia,2016,100.52414,SVK,0.54,1.027374388,4.406010705,0.019291349,9.6,52.0467,18.2507204,-0.6893039,-0.9111562,3.4093929,0.1581305,0.38572786
Slovakia,2017,100.47552,SVK,0.92,1.045398702,4.434352661,0.028341955,8.1,51.2856,17.89912712,0.1479172,0.45174,3.3743968,-0.0294046,-0.35159328
Slovakia,2018,102.52534,SVK,0.89,1.186420581,4.47417068,0.039818019,6.5,49.1885,17.61096815,1.7575982,0.3340871,3.7337782,0.1445146,-0.28815897
Slovakia,2019,103.12181,SVK,0.25,1.167959228,4.496674236,0.022503556,5.7,47.9184,18.09735847,1.6033306,0.0271821,3.5839136,0.2233029,0.48639032
Slovakia,2020,105.752,SVK,-0.04,1.089614155,4.470479067,-0.026195169,6.7,58.4082,16.37915789,-2.3714574,-4.1246564,3.4018026,-0.4523429,-1.71820058
Slovakia,2021,105.70462,SVK,-0.08,1.021766262,4.526168775,0.055689708,6.8,60.167,16.57857003,1.5650593,-4.0095131,3.0064728,-0.568191,0.19941214
Slovakia,2022,107.08794,SVK,2.07,1.045676763,4.530655828,0.004487053,6.1,57.6799,16.52098401,0.7529803,-0.6347616,3.0654409,-0.432833,-0.05758602
Slovakia,2023,113.66923,SVK,3.65,1.208772312,4.544344867,0.013689039,5.8,56.0514,18.78612646,-0.6647191,-4.0444558,3.5594204,-1.2791287,2.26514245
Slovenia,2000,97.69188,SVN,NA,0.079833778,3.365352864,0.034381272,6.8,26.0854,23.85056043,0.4258412,-1.3756732,3.7421151,NA,NA
Slovenia,2001,97.19846,SVN,NA,0.167287002,3.393247091,0.027894227,6.2,26.324,22.6438423,-0.0882044,-2.2335458,3.9717618,NA,-1.20671813
Slovenia,2002,99.09945,SVN,8.72,0.150696311,3.425546044,0.032298952,6.3,27.6823,21.08188424,0.0868396,-0.2764621,3.7822541,NA,-1.56195806
Slovenia,2003,102.14746,SVN,6.4,0.1878624,3.45699617,0.031450126,6.7,27.0275,21.46091171,0.1327887,-0.7055785,3.8039371,NA,0.37902747
Slovenia,2004,101.67778,SVN,4.68,0.279633196,3.50145358,0.04445741,6.3,27.1005,22.22399293,1.4304958,-0.2862417,3.9882382,0.691080851,0.76308122
Slovenia,2005,99.86783,SVN,3.81,0.276341912,3.539270816,0.037817236,6.5,26.5885,22.95653864,2.2422008,0.184946,3.8276135,-0.199388826,0.73254571
Slovenia,2006,99.18662,SVN,3.85,0.459921107,3.59667851,0.057407694,6,26.2075,23.55916917,4.72401,0.1407918,4.3423368,-0.13400992,0.60263053
Slovenia,2008,102.01245,SVN,4.61,0.654147545,3.698803795,0.0331661,4.4,21.892,24.82496314,7.8265277,-0.3244392,4.7612676,0.641212357,1.26579397
Slovenia,2009,104.36345,SVN,4.38,0.649119502,3.619862654,-0.078941141,5.9,34.9355,19.29004322,-2.7049906,-4.5349822,5.1265198,0.177104185,-5.53491992
Slovenia,2010,101.64966,SVN,3.83,0.634808107,3.630922692,0.011060039,7.3,38.6017,16.22350473,-2.9313803,-3.900193,4.9980888,0.074777455,-3.06653849
Slovenia,2011,100.88235,SVN,4.97,0.440928524,3.637455624,0.006532932,8.2,46.8069,15.99444405,-3.1821526,-4.7713283,4.0904013,-0.296233603,-0.22906068
Slovenia,2012,99.6408,SVN,5.81,0.408049784,3.607866776,-0.029588848,8.9,54.0378,15.09070346,-6.6718545,-2.1465159,4.0769664,0.130768045,-0.90374059
Slovenia,2013,101.01171,SVN,5.81,0.469864595,3.59959486,-0.008271917,10.1,70.808,15.46077594,-8.2020105,-8.6172879,4.3729591,0.631692475,0.37007248
Slovenia,2014,102.13017,SVN,3.27,0.654700842,3.626848453,0.027253593,9.7,81.0817,14.31724403,-6.6795124,-1.2221858,5.1193249,-0.017455834,-1.14353191
Slovenia,2015,100,SVN,1.71,0.614731482,3.650499527,0.023651074,9,83.3571,14.11387625,-5.4562566,0.4411609,4.8037754,-0.759625684,-0.20336778
Slovenia,2016,100.47323,SVN,1.15,0.28298024,3.680392542,0.029893015,8,79.3639,14.43400121,-3.5985741,1.0742716,3.3459742,0.6064113,0.32012496
Slovenia,2017,100.25269,SVN,0.96,0.250315978,3.730842078,0.050449536,6.6,74.8214,15.41460647,9.77E-05,2.5914312,3.0791208,-0.1412472,0.98060526
Slovenia,2018,102.00088,SVN,0.93,0.475043082,3.773701415,0.042859337,5.1,70.9295,15.83700743,2.3246433,2.9252499,3.6932686,0.4990081,0.42240096
Slovenia,2019,101.55208,SVN,0.28,0.55446831,3.808153378,0.034451963,4.4,65.9359,15.89523314,3.2999604,2.3114038,3.8631585,0.0685032,0.05822571
Slovenia,2020,101.96522,SVN,0.08,0.581158404,3.766445636,-0.041707742,5,80.1699,14.88725617,-3.1439214,-6.0961688,4.1366363,-0.4088181,-1.00797697
Slovenia,2021,101.57847,SVN,0.07,0.787957785,3.847007998,0.080562361,4.8,74.832,15.57794538,2.4260688,-3.3764911,4.6932253,-0.514739,0.69068921
Slovenia,2022,100.24829,SVN,1.89,0.975950876,3.873642612,0.026634614,4,72.7388,16.40657494,2.7277473,-1.8867742,5.5150375,-0.2427573,0.82862956
Slovenia,2023,103.1267,SVN,3.4,0.944426181,3.89454841,0.020905798,3.7,68.3942,16.10197081,2.2757501,-1.3233833,5.233331,-0.7510866,-0.30460413
Sweden,2000,111.31824,SWE,5.37,2.568029665,5.806701421,0.045270567,6.7,50.3345,17.82146317,1.9265385,6.4372154,3.9215955,0.168320956,NA
Sweden,2001,102.21836,SWE,5.11,2.635476359,5.820217601,0.01351618,5,51.8749,18.04133615,0.3047797,4.0261115,4.138895,0.400589744,0.21987298
Sweden,2002,104.90552,SWE,5.3,2.704562838,5.842738583,0.022520982,5.2,49.7081,17.33042396,-0.2718474,1.458416,4.3361843,0.636574373,-0.71091219
Sweden,2003,112.39309,SWE,4.64,2.688306103,5.861373188,0.018634605,5.8,49.3119,16.91119102,-1.104148,0.863878,4.1874967,-0.318200375,-0.41923294
Sweden,2004,113.7843,SWE,4.42,2.713841491,5.902318673,0.040945485,6.6,48.5246,17.22336196,0.3388757,2.046816,4.1234622,-0.043958562,0.31217094
Sweden,2005,108.80091,SWE,3.38,2.665397236,5.929867489,0.027548817,7.6,48.7541,17.68767475,0.6244936,3.8926379,3.8217155,-0.139140894,0.46431279
Sweden,2006,107.9997,SWE,3.7,2.77302434,5.97556733,0.04569984,7.2,43.6537,18.49141268,2.6479253,3.9572878,4.0658679,0.031554134,0.80373793
Sweden,2008,106.55731,SWE,3.89,2.859738537,5.998033345,-0.009273917,6.3,37.722,19.65940766,0.3639305,3.477885,4.3356666,0.120077816,1.16799498
Sweden,2009,98.92364,SWE,3.25,2.854603436,5.9545453,-0.043488045,8.5,40.9406,17.56096096,-5.2792591,0.4227546,4.5051804,-0.008850587,-2.0984467
Sweden,2010,105.43123,SWE,2.89,2.920920373,6.010459973,0.055914673,8.7,38.339,17.49411764,-1.5178874,0.954349,4.5522903,0.02166969,-0.06684332
Sweden,2011,109.70231,SWE,2.61,2.931626026,6.041608968,0.031148995,7.9,37.395,17.94615877,-0.0358062,0.8278371,4.4601716,0.122074531,0.45204113
Sweden,2012,108.88418,SWE,1.59,2.959108479,6.037455561,-0.004153407,8.1,37.6931,17.65383328,-1.8599697,-0.1872192,4.6035293,0.027108586,-0.29232549
Sweden,2013,110.81657,SWE,2.12,2.974972752,6.048768552,0.01131299,8.1,40.4405,17.34082452,-2.2577919,-0.7692522,4.6245277,-0.142608857,-0.31300876
Sweden,2014,105.80819,SWE,1.72,3.012789822,6.071466657,0.022698106,8,45.3354,17.99785695,-1.7595257,-1.1743119,4.6949769,0.068402486,0.65703243
Sweden,2015,100,SWE,0.72,3.01482926,6.11462333,0.043156673,7.5,44.0306,18.73306904,0.5083256,0.2771434,4.5058481,0.089670025,0.73521209
Sweden,2016,100.82713,SWE,0.54,3.058296852,6.137848898,0.023225568,7.1,42.3661,19.25213714,0.6963834,1.3248819,4.597986,0.3993281,0.5190681
Sweden,2017,100.1016,SWE,0.65,3.12890268,6.15593586,0.018086962,6.8,41.8004,19.7195023,0.2765728,1.7099409,4.8459198,0.3631709,0.46736516
Sweden,2018,96.1456,SWE,0.65,3.193437319,6.174786763,0.018850903,6.5,39.8701,19.51601631,-0.0084439,1.1209454,5.072435,0.3858551,-0.20348599
Sweden,2019,92.47981,SWE,0.04,3.21783009,6.199963654,0.025176891,6.9,35.6938,18.75652687,0.35834,0.8351739,5.0684591,0.1279402,-0.75948944
Sweden,2020,95.39621,SWE,-0.04,3.253242303,6.17970652,-0.020257134,8.5,40.139,19.16322916,-3.4356133,-2.8980211,5.3586174,0.2446471,0.40670229
Sweden,2021,98.13127,SWE,0.27,3.231834629,6.237385698,0.057679178,8.9,36.6855,20.10001896,0.3958406,0.07658,4.9511462,-0.0258599,0.9367898
Sweden,2022,91.27081,SWE,1.53,3.270654871,6.251873008,0.01448731,7.5,33.629,20.47646743,0.1648303,1.504038,5.0730997,0.2261108,0.37644847
Sweden,2023,88.20512,SWE,2.51,3.299931568,6.24876143,-0.003111578,7.7,31.4894,19.79014105,-1.4913472,0.0932084,5.2400981,0.2890481,-0.68632638
